mca_registration,gstin,cin,iso_certification,pan_number,tan_number,msme_registration,shop_license,import_export_code,professional_tax,website_quality,domain_age,ssl_certificate,linkedin_profile,glassdoor_reviews,employee_count,turnover,contact_number,office_address,epf_registration,website_quality_dup,email_domain,linkedin_activity,scam_reports,job_platform,salary_realism,upfront_payment,description_quality,interview_process,comm_channels,has_company_logo,has_questions,social_media,employee_reviews,physical_address,epf_registration_dup,fssai_license,sebi_approval,description,fraudulent
None,No,Yes,No,No,No,Yes,Yes,Yes,No,Excellent,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,No,Excellent,Company Domain,Inactive,Few,WhatsApp,High,Yes,Poor,Phone,WhatsApp,No,Has Questions,Active,None,None,No,Yes,None,Hiring marketing executive with good comm skills and sales experience,1
No,No,No,No,Yes,None,No,No,No,Yes,Average,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,No,Average,Gmail,Active,Few,Naukri,Realistic,Yes,Poor,Video,Call,Yes,Has Questions,Inactive,None,Present,No,No,None,Frontend developer required - html css js,1
None,Yes,No,No,No,Yes,None,None,None,None,Excellent,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,No,Excellent,Company Domain,Inactive,Few,Naukri,Realistic,No,Poor,Video,WhatsApp,Yes,Has Questions,Inactive,Negative,None,No,No,No,Looking for software engineer with 2+ years experience in python and django,1
Yes,No,No,None,No,Yes,None,Yes,No,No,Good,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,Yes,Good,Outlook,Active,Many,Indeed,High,No,Average,None,Call,Yes,Has Questions,Active,Positive,Present,Yes,Yes,Yes,Urgent requirement for developer. Apply now with resume,0
Yes,Yes,None,No,None,Yes,None,None,No,Yes,Excellent,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,No,Excellent,Outlook,Active,None,Telegram,High,Yes,Poor,In-Person,Email,Yes,Has Questions,Inactive,Positive,Present,No,None,None,Hiring marketing executive with good comm skills and sales experience,1
None,Yes,No,Yes,No,None,Yes,Yes,No,Yes,Poor,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,No,Poor,Company Domain,Inactive,Many,Naukri,Low,No,Poor,In-Person,Call,Yes,Has Questions,Active,None,Present,No,No,No,Looking for software engineer with 2+ years experience in python and django,0
No,None,No,Yes,None,None,No,None,No,None,Poor,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,No,Poor,Yahoo,Active,Many,Telegram,Low,Yes,Good,Phone,Call,No,Has Questions,Inactive,None,Present,No,Yes,No,Job opening in finance. CA preferred. Salary competitive,0
No,No,No,No,Yes,No,Yes,None,Yes,Yes,Average,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,No,Average,Company Domain,Inactive,Many,WhatsApp,Realistic,No,Poor,In-Person,Email,Yes,Has Questions,Inactive,Negative,Present,No,No,No,Looking for software engineer with 2+ years experience in python and django,0
Yes,No,No,No,No,Yes,None,No,Yes,No,Average,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,Yes,Average,Gmail,Active,Few,WhatsApp,High,No,Poor,None,WhatsApp,No,Has Questions,Inactive,Negative,None,Yes,No,None,Frontend developer required - html css js,0
None,Yes,Yes,No,Yes,No,Yes,No,None,No,Average,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,No,Average,Gmail,Active,None,WhatsApp,Low,Yes,Average,None,Telegram,Yes,Has Questions,Active,None,None,No,Yes,Yes,Urgent requirement for developer. Apply now with resume,1
No,None,No,Yes,Yes,No,None,None,Yes,None,Average,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,No,Average,Outlook,Inactive,Many,LinkedIn,Low,Yes,Average,Phone,Email,No,Has Questions,Inactive,Negative,None,No,None,Yes,Hiring marketing executive with good comm skills and sales experience,1
No,No,Yes,None,Yes,None,Yes,No,None,None,Poor,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,Yes,Poor,Outlook,Inactive,Many,Indeed,High,Yes,Average,Video,Call,Yes,Has Questions,Inactive,Negative,Present,Yes,No,Yes,Urgent requirement for developer. Apply now with resume,0
No,No,No,None,Yes,None,Yes,No,Yes,Yes,Average,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,No,Average,Gmail,Inactive,Few,Indeed,Low,No,Average,Phone,WhatsApp,No,Has Questions,Inactive,None,None,No,None,None,Hiring marketing executive with good comm skills and sales experience,1
Yes,None,No,No,Yes,No,None,No,No,No,Excellent,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,No,Excellent,Company Domain,Inactive,Few,Naukri,Realistic,No,Average,In-Person,Email,No,Has Questions,Active,None,None,No,Yes,None,Job opening in finance. CA preferred. Salary competitive,0
No,No,No,None,Yes,No,No,Yes,No,Yes,Excellent,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,No,Excellent,Gmail,Active,None,Telegram,High,No,Poor,Video,Telegram,No,Has Questions,Inactive,Negative,Present,No,Yes,Yes,Urgent requirement for developer. Apply now with resume,0
Yes,Yes,No,None,No,Yes,None,No,Yes,None,Poor,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,Yes,Poor,Yahoo,Inactive,Few,Telegram,Realistic,No,Poor,Video,WhatsApp,No,Has Questions,Active,Positive,Present,Yes,Yes,None,Hiring marketing executive with good comm skills and sales experience,0
Yes,Yes,No,None,No,Yes,No,No,No,No,Average,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,No,Average,Gmail,Inactive,None,LinkedIn,High,No,Poor,Video,Call,Yes,Has Questions,Inactive,Negative,Present,No,Yes,No,Frontend developer required - html css js,1
No,No,Yes,No,None,None,Yes,No,None,No,Average,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,No,Average,Outlook,Active,Many,WhatsApp,High,Yes,Good,Phone,Email,Yes,Has Questions,Inactive,Positive,None,No,Yes,No,Hiring marketing executive with good comm skills and sales experience,1
No,None,None,Yes,Yes,Yes,No,Yes,No,No,Poor,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,No,Poor,Yahoo,Active,Many,Telegram,High,No,Good,Video,Telegram,No,Has Questions,Active,None,None,No,None,No,Looking for software engineer with 2+ years experience in python and django,0
None,Yes,Yes,Yes,None,Yes,None,None,Yes,None,Good,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,No,Good,Company Domain,Active,Few,Telegram,Low,No,Good,In-Person,Call,Yes,Has Questions,Active,Negative,None,No,Yes,No,Hiring marketing executive with good comm skills and sales experience,0
None,No,None,No,No,Yes,None,None,No,None,Good,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,No,Good,Yahoo,Active,None,LinkedIn,High,Yes,Average,Video,Telegram,Yes,Has Questions,Active,None,None,No,None,No,Job opening in finance. CA preferred. Salary competitive,0
None,Yes,None,No,None,No,No,No,Yes,No,Excellent,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,No,Excellent,Outlook,Inactive,None,LinkedIn,Realistic,Yes,Good,Video,Call,No,Has Questions,Active,None,Present,No,Yes,Yes,Looking for software engineer with 2+ years experience in python and django,1
None,None,None,No,Yes,Yes,Yes,Yes,None,None,Average,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,No,Average,Yahoo,Inactive,Few,Indeed,Low,Yes,Average,None,Email,Yes,Has Questions,Inactive,Negative,Present,No,No,Yes,Urgent requirement for developer. Apply now with resume,1
None,None,Yes,No,None,Yes,Yes,Yes,No,Yes,Excellent,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,No,Excellent,Yahoo,Inactive,Few,WhatsApp,Low,Yes,Good,Video,Call,Yes,Has Questions,Inactive,Positive,Present,No,Yes,No,Hiring marketing executive with good comm skills and sales experience,0
No,No,No,Yes,Yes,No,Yes,No,None,None,Poor,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,Yes,Poor,Outlook,Active,None,Telegram,Realistic,No,Poor,Video,Call,Yes,Has Questions,Inactive,Positive,None,Yes,Yes,None,Job opening in finance. CA preferred. Salary competitive,0
No,None,Yes,None,Yes,None,No,None,Yes,Yes,Good,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,Yes,Good,Gmail,Active,Many,Indeed,Realistic,No,Average,Phone,WhatsApp,Yes,Has Questions,Inactive,Negative,Present,Yes,No,No,Hiring marketing executive with good comm skills and sales experience,0
Yes,None,No,Yes,None,None,No,Yes,Yes,None,Excellent,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,Yes,Excellent,Outlook,Inactive,Few,LinkedIn,Realistic,No,Poor,Phone,Telegram,Yes,Has Questions,Active,Positive,None,Yes,None,None,Urgent requirement for developer. Apply now with resume,1
Yes,Yes,No,None,No,No,No,Yes,Yes,No,Good,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,Yes,Good,Outlook,Active,None,Telegram,High,No,Average,None,Telegram,Yes,Has Questions,Inactive,Positive,None,Yes,Yes,Yes,Frontend developer required - html css js,0
No,None,None,Yes,None,No,Yes,Yes,No,None,Average,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,No,Average,Company Domain,Active,Many,LinkedIn,High,Yes,Poor,Video,WhatsApp,Yes,Has Questions,Active,Positive,None,No,Yes,No,Urgent requirement for developer. Apply now with resume,1
None,None,Yes,Yes,None,Yes,None,None,No,Yes,Good,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,Yes,Good,Yahoo,Active,Many,Indeed,Realistic,No,Good,Video,WhatsApp,Yes,Has Questions,Inactive,None,Present,Yes,No,Yes,Hiring marketing executive with good comm skills and sales experience,1
No,No,Yes,Yes,Yes,Yes,No,No,Yes,None,Excellent,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,Yes,Excellent,Outlook,Active,Few,Indeed,Low,No,Good,Phone,Telegram,No,Has Questions,Inactive,None,Present,Yes,No,Yes,Looking for software engineer with 2+ years experience in python and django,0
Yes,None,No,None,No,Yes,None,None,None,Yes,Poor,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,Yes,Poor,Yahoo,Active,None,WhatsApp,Realistic,Yes,Average,In-Person,Email,Yes,Has Questions,Active,Positive,Present,Yes,None,No,Urgent requirement for developer. Apply now with resume,0
No,None,No,Yes,No,None,Yes,No,Yes,Yes,Poor,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,Yes,Poor,Company Domain,Inactive,None,WhatsApp,High,Yes,Average,None,Telegram,Yes,Has Questions,Active,Positive,Present,Yes,No,None,Hiring marketing executive with good comm skills and sales experience,0
No,None,No,None,None,No,None,None,No,Yes,Poor,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,No,Poor,Gmail,Inactive,Few,Indeed,Low,No,Poor,Video,Call,Yes,Has Questions,Active,Positive,Present,No,Yes,No,Looking for software engineer with 2+ years experience in python and django,0
Yes,No,None,None,None,No,Yes,None,Yes,None,Excellent,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,Yes,Excellent,Yahoo,Active,None,Naukri,High,No,Poor,Phone,Call,No,Has Questions,Inactive,Negative,Present,Yes,None,Yes,Frontend developer required - html css js,0
None,None,Yes,No,No,No,None,No,No,No,Poor,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,No,Poor,Outlook,Inactive,Few,WhatsApp,Low,No,Average,In-Person,Call,No,Has Questions,Active,Positive,None,No,Yes,Yes,Job opening in finance. CA preferred. Salary competitive,0
None,None,No,Yes,None,None,Yes,No,None,Yes,Poor,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,Yes,Poor,Company Domain,Active,Few,WhatsApp,Realistic,No,Poor,None,Call,No,Has Questions,Inactive,Positive,None,Yes,Yes,None,Job opening in finance. CA preferred. Salary competitive,0
No,No,Yes,None,No,No,Yes,Yes,Yes,No,Excellent,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,No,Excellent,Company Domain,Active,Many,WhatsApp,Realistic,No,Average,None,Telegram,No,Has Questions,Inactive,None,Present,No,Yes,No,Job opening in finance. CA preferred. Salary competitive,0
No,None,Yes,No,None,None,Yes,Yes,No,Yes,Poor,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,Yes,Poor,Gmail,Inactive,Few,LinkedIn,Realistic,Yes,Average,Video,Telegram,Yes,Has Questions,Inactive,None,Present,Yes,Yes,No,Job opening in finance. CA preferred. Salary competitive,0
None,No,None,None,None,No,Yes,None,None,None,Average,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,No,Average,Gmail,Active,Many,Naukri,High,No,Average,Phone,Email,No,Has Questions,Inactive,Negative,None,No,No,No,Looking for software engineer with 2+ years experience in python and django,1
Yes,No,None,No,No,No,Yes,No,None,None,Excellent,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,No,Excellent,Yahoo,Active,Many,WhatsApp,Low,No,Average,Phone,Call,No,Has Questions,Inactive,Positive,None,No,None,None,Urgent requirement for developer. Apply now with resume,0
None,None,Yes,Yes,None,None,No,No,None,Yes,Good,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,No,Good,Yahoo,Active,Many,WhatsApp,Low,Yes,Average,Video,Telegram,Yes,Has Questions,Active,Positive,None,No,Yes,None,Job opening in finance. CA preferred. Salary competitive,1
No,None,None,No,Yes,None,No,None,No,Yes,Average,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,Yes,Average,Company Domain,Active,Many,Indeed,High,Yes,Average,In-Person,Call,No,Has Questions,Inactive,Positive,Present,Yes,No,Yes,Job opening in finance. CA preferred. Salary competitive,0
None,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Poor,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,No,Poor,Company Domain,Active,None,Indeed,Realistic,No,Average,Video,Telegram,No,Has Questions,Active,Positive,None,No,None,None,Job opening in finance. CA preferred. Salary competitive,0
Yes,None,Yes,Yes,Yes,None,None,No,No,Yes,Excellent,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,No,Excellent,Gmail,Inactive,None,Telegram,Low,Yes,Good,Phone,Telegram,Yes,Has Questions,Active,None,Present,No,Yes,No,Looking for software engineer with 2+ years experience in python and django,0
No,None,None,Yes,None,No,None,No,None,Yes,Average,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,Yes,Average,Company Domain,Inactive,Many,Indeed,High,Yes,Average,Video,WhatsApp,No,Has Questions,Active,Positive,None,Yes,Yes,Yes,Looking for software engineer with 2+ years experience in python and django,0
None,No,None,None,Yes,None,Yes,No,Yes,None,Poor,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,Yes,Poor,Company Domain,Active,Few,LinkedIn,High,No,Poor,Phone,WhatsApp,No,Has Questions,Active,Positive,None,Yes,Yes,None,Looking for software engineer with 2+ years experience in python and django,1
Yes,No,Yes,Yes,No,Yes,None,Yes,None,No,Average,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,No,Average,Company Domain,Active,Few,Telegram,Low,Yes,Average,Phone,WhatsApp,Yes,Has Questions,Inactive,None,Present,No,No,None,Looking for software engineer with 2+ years experience in python and django,0
None,Yes,No,No,Yes,None,No,No,No,Yes,Poor,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,Yes,Poor,Yahoo,Active,Few,Indeed,Low,No,Poor,In-Person,Telegram,Yes,Has Questions,Active,Positive,None,Yes,No,No,Urgent requirement for developer. Apply now with resume,0
None,None,Yes,No,None,Yes,None,Yes,Yes,None,Good,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,No,Good,Yahoo,Active,Few,LinkedIn,Realistic,Yes,Poor,Video,WhatsApp,Yes,Has Questions,Active,Positive,Present,No,Yes,Yes,Job opening in finance. CA preferred. Salary competitive,1
None,No,None,No,No,No,Yes,None,None,Yes,Excellent,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,No,Excellent,Outlook,Active,None,Naukri,Realistic,No,Good,None,Email,Yes,Has Questions,Inactive,Positive,None,No,No,None,Hiring marketing executive with good comm skills and sales experience,1
No,No,None,None,Yes,None,None,None,None,None,Poor,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,No,Poor,Outlook,Active,Few,WhatsApp,Low,No,Good,Phone,Call,Yes,Has Questions,Inactive,Positive,Present,No,None,No,Frontend developer required - html css js,1
None,No,Yes,Yes,None,Yes,No,Yes,None,Yes,Good,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,No,Good,Company Domain,Active,Many,Indeed,Realistic,No,Poor,In-Person,Email,Yes,Has Questions,Inactive,Positive,Present,No,None,None,Urgent requirement for developer. Apply now with resume,0
None,Yes,Yes,None,None,No,None,No,No,No,Poor,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,No,Poor,Outlook,Active,None,WhatsApp,Realistic,No,Average,Phone,Email,Yes,Has Questions,Inactive,None,Present,No,Yes,Yes,Looking for software engineer with 2+ years experience in python and django,0
Yes,No,Yes,No,No,Yes,No,None,None,Yes,Good,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,Yes,Good,Company Domain,Active,Many,Indeed,Realistic,Yes,Poor,In-Person,Telegram,No,Has Questions,Inactive,None,Present,Yes,None,No,Urgent requirement for developer. Apply now with resume,1
None,None,Yes,No,None,None,None,Yes,None,No,Poor,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,No,Poor,Yahoo,Inactive,Many,WhatsApp,Realistic,Yes,Good,In-Person,Email,No,Has Questions,Active,Negative,Present,No,None,No,Urgent requirement for developer. Apply now with resume,0
None,No,No,Yes,None,No,Yes,No,None,Yes,Excellent,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,No,Excellent,Outlook,Inactive,Many,LinkedIn,High,Yes,Average,Phone,Email,No,Has Questions,Active,Positive,Present,No,None,No,Looking for software engineer with 2+ years experience in python and django,0
No,No,Yes,Yes,None,Yes,None,No,No,No,Average,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,No,Average,Company Domain,Inactive,Few,LinkedIn,Realistic,Yes,Poor,Phone,WhatsApp,No,Has Questions,Active,Negative,None,No,None,Yes,Hiring marketing executive with good comm skills and sales experience,0
No,No,Yes,No,None,None,None,No,No,No,Average,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,No,Average,Outlook,Inactive,Many,Naukri,Realistic,Yes,Average,Phone,Call,No,Has Questions,Inactive,Negative,Present,No,No,Yes,Hiring marketing executive with good comm skills and sales experience,1
No,Yes,No,None,No,No,None,None,Yes,No,Average,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,No,Average,Company Domain,Inactive,Few,Indeed,High,No,Poor,In-Person,Email,No,Has Questions,Active,None,None,No,No,Yes,Hiring marketing executive with good comm skills and sales experience,0
None,None,No,Yes,None,None,No,No,Yes,None,Good,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,Yes,Good,Outlook,Inactive,None,Indeed,High,Yes,Poor,None,WhatsApp,Yes,Has Questions,Active,Positive,Present,Yes,None,Yes,Job opening in finance. CA preferred. Salary competitive,1
Yes,No,Yes,None,Yes,Yes,None,No,Yes,Yes,Poor,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,No,Poor,Yahoo,Inactive,None,Naukri,High,No,Average,In-Person,Telegram,Yes,Has Questions,Inactive,None,None,No,No,None,Looking for software engineer with 2+ years experience in python and django,0
No,Yes,No,No,No,Yes,Yes,None,No,None,Average,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,Yes,Average,Yahoo,Active,Few,Indeed,High,Yes,Poor,None,Call,Yes,Has Questions,Active,Positive,Present,Yes,Yes,None,Frontend developer required - html css js,0
None,None,No,None,None,None,Yes,Yes,Yes,None,Poor,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,No,Poor,Yahoo,Inactive,Few,Telegram,Realistic,Yes,Poor,None,WhatsApp,Yes,Has Questions,Inactive,None,None,No,None,No,Looking for software engineer with 2+ years experience in python and django,0
Yes,None,None,Yes,Yes,None,None,None,None,Yes,Average,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,Yes,Average,Outlook,Active,Few,WhatsApp,Low,Yes,Good,Phone,Telegram,Yes,Has Questions,Inactive,None,None,Yes,No,None,Job opening in finance. CA preferred. Salary competitive,0
None,No,None,None,None,No,No,None,No,None,Excellent,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,Yes,Excellent,Outlook,Inactive,Few,Naukri,Low,Yes,Good,Video,WhatsApp,No,Has Questions,Active,Positive,None,Yes,None,None,Job opening in finance. CA preferred. Salary competitive,0
Yes,No,Yes,None,None,No,None,No,None,Yes,Good,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,No,Good,Yahoo,Active,Many,WhatsApp,Low,No,Poor,Phone,Call,No,Has Questions,Inactive,Positive,Present,No,No,No,Job opening in finance. CA preferred. Salary competitive,1
None,None,None,Yes,Yes,None,None,Yes,None,None,Poor,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,No,Poor,Yahoo,Active,Many,Naukri,Low,Yes,Good,Video,Telegram,No,Has Questions,Active,None,Present,No,None,Yes,Job opening in finance. CA preferred. Salary competitive,0
None,No,No,No,No,No,Yes,None,No,No,Excellent,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,No,Excellent,Outlook,Inactive,Few,WhatsApp,Low,No,Average,Video,Call,Yes,Has Questions,Inactive,Positive,None,No,None,Yes,Job opening in finance. CA preferred. Salary competitive,1
None,None,None,Yes,Yes,No,Yes,Yes,None,No,Excellent,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,Yes,Excellent,Gmail,Active,Few,Naukri,Realistic,Yes,Average,In-Person,Email,No,Has Questions,Inactive,Negative,None,Yes,Yes,Yes,Frontend developer required - html css js,1
None,None,No,No,No,Yes,None,No,No,None,Good,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,Yes,Good,Outlook,Inactive,Few,Indeed,Low,Yes,Average,Video,Call,Yes,Has Questions,Active,Negative,Present,Yes,No,No,Job opening in finance. CA preferred. Salary competitive,0
No,Yes,None,None,None,None,None,None,No,None,Excellent,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,No,Excellent,Outlook,Inactive,None,Telegram,High,Yes,Poor,Phone,WhatsApp,No,Has Questions,Active,None,Present,No,Yes,No,Job opening in finance. CA preferred. Salary competitive,0
No,No,Yes,No,Yes,No,No,None,None,Yes,Average,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,No,Average,Company Domain,Active,Few,Naukri,Realistic,Yes,Average,Video,Call,Yes,Has Questions,Inactive,Negative,None,No,None,No,Urgent requirement for developer. Apply now with resume,0
Yes,Yes,None,Yes,None,Yes,No,None,None,Yes,Excellent,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,No,Excellent,Gmail,Active,Few,LinkedIn,Realistic,No,Poor,Video,Call,No,Has Questions,Inactive,Positive,Present,No,No,No,Frontend developer required - html css js,0
Yes,None,None,No,No,None,None,None,None,None,Good,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,Yes,Good,Yahoo,Active,Many,Telegram,Realistic,No,Average,In-Person,Email,Yes,Has Questions,Inactive,None,Present,Yes,No,None,Frontend developer required - html css js,0
Yes,Yes,No,No,No,Yes,Yes,None,Yes,None,Excellent,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,No,Excellent,Yahoo,Active,None,Telegram,High,Yes,Good,Video,Email,No,Has Questions,Active,None,None,No,No,Yes,Job opening in finance. CA preferred. Salary competitive,0
No,None,None,Yes,Yes,None,No,None,None,No,Poor,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,No,Poor,Gmail,Inactive,Few,Naukri,High,No,Poor,Video,Telegram,No,Has Questions,Inactive,Positive,None,No,No,Yes,Looking for software engineer with 2+ years experience in python and django,0
Yes,Yes,None,Yes,No,No,None,None,Yes,Yes,Poor,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,No,Poor,Outlook,Active,Few,WhatsApp,Low,Yes,Poor,None,Call,Yes,Has Questions,Inactive,None,Present,No,None,Yes,Urgent requirement for developer. Apply now with resume,1
Yes,Yes,No,None,Yes,None,No,Yes,None,None,Average,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,Yes,Average,Company Domain,Active,Few,LinkedIn,Realistic,No,Poor,Video,Email,No,Has Questions,Inactive,Negative,Present,Yes,None,Yes,Hiring marketing executive with good comm skills and sales experience,1
Yes,No,None,No,No,Yes,None,Yes,Yes,No,Excellent,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,Yes,Excellent,Company Domain,Inactive,Few,Telegram,Low,Yes,Good,Video,Email,Yes,Has Questions,Inactive,Negative,Present,Yes,Yes,No,Hiring marketing executive with good comm skills and sales experience,1
No,None,None,Yes,No,No,Yes,No,None,No,Good,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,No,Good,Outlook,Inactive,None,Naukri,Low,No,Good,None,WhatsApp,No,Has Questions,Inactive,Positive,Present,No,No,No,Urgent requirement for developer. Apply now with resume,0
Yes,None,No,No,No,None,No,No,None,None,Good,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,Yes,Good,Company Domain,Active,Many,LinkedIn,Low,No,Good,Video,Call,No,Has Questions,Inactive,Positive,None,Yes,Yes,No,Looking for software engineer with 2+ years experience in python and django,1
None,None,No,No,Yes,Yes,No,Yes,No,Yes,Excellent,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,No,Excellent,Gmail,Active,Many,Indeed,High,Yes,Good,Phone,Telegram,No,Has Questions,Active,None,Present,No,No,Yes,Frontend developer required - html css js,0
Yes,Yes,No,Yes,None,None,Yes,None,None,None,Poor,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,Yes,Poor,Gmail,Active,Few,Naukri,Low,Yes,Good,None,Email,Yes,Has Questions,Inactive,Positive,None,Yes,No,None,Hiring marketing executive with good comm skills and sales experience,0
No,None,None,No,None,None,Yes,Yes,No,Yes,Excellent,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,No,Excellent,Company Domain,Active,Many,Telegram,High,Yes,Poor,Video,Call,No,Has Questions,Inactive,Negative,Present,No,No,No,Frontend developer required - html css js,1
Yes,No,None,No,None,None,Yes,No,No,No,Good,1 year,Valid SSL,https://linkedin.example,Good,50,10L,1234567890,Some Address,Yes,Good,Yahoo,Inactive,None,Naukri,Realistic,No,Average,Video,Email,No,Has Questions,Inactive,None,Present,Yes,None,None,Hiring marketing executive with good comm skills and sales experience,1
